compound_id,target_id,target_family,molecular_weight,alogP,HBD,HBA,rotatable_bonds,TPSA,assay_type,assay_pH,assay_temp_C,data_source,assay_confidence,pKd,interaction,fp_pc1,fp_pc2,fp_pc3,fp_pc4,fp_pc5,fp_pc6,fp_pc7,fp_pc8,fp_pc9,fp_pc10,fp_pc11,fp_pc12,fp_pc13,fp_pc14,fp_pc15,fp_pc16,prot_emb1,prot_emb2,prot_emb3,prot_emb4,prot_emb5,prot_emb6,prot_emb7,prot_emb8
CMPD_10329,TRG_2029,Kinase,503.123,3.586,1,8,4,172.218,SPR,6.3,25.6,BindingDB,0.495,7.505,1,-0.5509,-1.0115,-0.7865,-0.1684,1.8933,-1.3221,-1.5584,-0.7875,1.0093,1.3009,-0.2435,-0.5027,0.6181,-0.3468,0.9871,-0.7321,-0.342,-0.6659,0.4635,0.8649,-0.2017,0.3295,-0.6796,2.0915
CMPD_10330,TRG_2030,GPCR,334.745,1.521,4,3,2,119.375,SPR,7.15,23.8,ChEMBL,0.732,7.107,1,0.4687,-0.9501,0.8401,-0.0741,-0.6329,0.6099,-0.0545,0.8327,-0.3012,-1.7618,0.5961,0.775,-0.3067,-0.6683,-0.5178,-1.155,-0.6227,0.1986,0.197,0.3406,0.2171,0.0349,0.4147,1.2846
CMPD_10331,TRG_2031,Transporter,367.395,2.207,1,4,4,194.007,Binding Assay,6.57,26.0,ChEMBL,0.436,6.11,0,0.3464,2.0948,0.3091,-1.1402,0.2955,1.2958,0.0214,1.3158,-0.1539,0.7729,-0.5676,1.9001,0.2784,-0.9339,-0.6282,0.0334,1.1934,1.0298,0.4294,-0.652,0.2827,-0.8835,-0.1115,-0.1481
CMPD_10332,TRG_2032,Kinase,419.605,2.574,0,5,3,64.41,Binding Assay,7.82,26.2,Literature,0.759,6.185,0,0.5337,1.5536,0.0602,0.49,-0.1604,1.5633,-0.1914,-0.7918,-0.0682,0.2341,-0.7891,-0.6084,-2.0754,-0.4206,-0.5209,1.1411,-0.8494,-0.9932,0.1089,0.2125,0.0406,1.245,1.3533,-0.6845
CMPD_10333,TRG_2033,Kinase,389.655,0.696,2,3,7,187.213,SPR,7.42,20.7,Literature,0.75,6.8,1,-0.1407,1.4801,0.4834,0.3207,-1.2602,1.6777,-0.6187,1.1028,0.7976,-0.9727,-0.5393,1.0308,-2.0497,0.3494,-0.419,0.9171,-0.1615,-0.4134,-0.5866,2.723,1.4912,0.1877,-1.1766,0.006
CMPD_10334,TRG_2034,Kinase,362.034,3.833,1,8,3,100.431,Functional Assay,7.59,27.5,ChEMBL,0.082,6.744,1,-2.229,-1.3488,-1.3516,-1.5055,-3.0255,-0.164,0.445,-2.4059,-1.3046,0.498,1.139,1.3239,-0.1967,-1.3418,-0.3947,-1.6544,0.4651,-0.9819,-0.208,0.9754,0.5653,3.2063,1.0287,0.544
CMPD_10335,TRG_2035,Kinase,379.197,1.576,1,5,5,110.136,Functional Assay,6.87,21.3,BindingDB,0.219,7.149,1,0.5704,1.5067,1.8819,0.5301,-1.5286,-0.0498,1.5627,-0.322,-1.3853,0.2326,-0.5566,0.8186,-1.18,0.7406,-0.6555,2.7612,0.189,1.8847,0.5751,-1.3221,2.4002,-0.4691,-0.8053,0.2825
CMPD_10336,TRG_2036,Enzyme,542.273,2.089,2,4,3,197.031,Binding Assay,7.65,22.4,InHouse,0.828,5.665,0,0.6184,0.0169,-0.8219,-0.1786,-0.8086,-1.3228,-1.0874,-0.7634,-1.2337,-0.484,0.6618,-0.4375,-1.2076,1.1821,-0.518,0.2688,-0.5546,-0.6087,1.4495,-0.3488,0.279,0.9627,0.0009,-0.8425
CMPD_10337,TRG_2037,Transporter,345.39,0.71,1,2,0,137.713,Binding Assay,6.53,25.7,InHouse,0.729,4.153,0,-0.3814,0.3216,0.3409,0.152,0.1957,-1.9532,-0.5478,0.5472,-1.3927,-0.0263,0.2884,-0.5885,0.7047,-2.1423,0.256,0.7957,-0.7039,0.821,1.4983,-0.1219,-1.8131,-0.3695,-1.0431,-0.8801
CMPD_10338,TRG_2038,GPCR,366.088,-2.112,2,7,6,156.091,Functional Assay,6.62,26.8,InHouse,0.761,6.744,1,0.1062,-0.8426,1.6996,-0.6288,0.6257,2.1225,-0.1914,-0.6814,0.1688,-0.0738,1.6581,-1.7677,0.9062,0.9876,0.0786,1.2505,-0.2382,-0.0837,-0.3412,-0.3727,-1.0944,-0.0263,-1.0595,0.9548
CMPD_10339,TRG_2039,Kinase,434.052,2.156,1,6,7,185.207,HTS,7.09,25.7,BindingDB,0.203,5.918,0,-0.356,0.9941,-1.5452,0.7109,-0.117,0.5131,-0.4389,-0.2941,1.4447,2.1716,1.3785,1.2144,-0.0079,-0.343,-0.3546,-1.3839,0.2367,-1.5571,0.1187,-0.0311,0.3457,0.3587,1.3416,-0.866
CMPD_10340,TRG_2040,GPCR,438.442,6.843,0,4,5,129.939,HTS,6.64,26.0,Literature,0.25,5.168,0,-0.4266,-0.1224,1.4031,-0.77,-1.2366,0.6858,-0.4868,0.0601,1.1335,-0.3479,-0.3236,-2.8229,1.8047,0.239,0.1136,0.8843,-1.9031,1.175,-0.5376,1.0162,0.2255,-0.6868,-0.6422,-1.4027
CMPD_10341,TRG_2041,GPCR,444.962,3.912,2,6,4,188.994,Functional Assay,7.63,21.6,ChEMBL,0.574,5.827,0,-0.7493,-1.0337,-1.3059,-0.0002,-0.5708,0.2109,-0.338,0.289,-0.0748,-0.224,0.8214,-0.9482,-0.4643,0.2879,-0.2721,-0.1006,1.513,-0.3887,0.8698,-1.4645,-0.642,-0.3347,-0.5285,-0.5268
CMPD_10342,TRG_2042,Kinase,401.098,2.465,0,5,1,95.163,Functional Assay,6.92,23.4,ChEMBL,0.175,6.264,0,-2.6606,0.0139,0.8463,0.4647,1.63,0.8644,1.0156,0.1032,0.8615,0.0103,0.435,0.158,-0.0998,1.0477,-0.9235,0.4963,2.3859,0.3654,1.1849,0.5303,0.457,-0.0731,1.2826,-1.5314
CMPD_10343,TRG_2043,GPCR,258.56,2.027,1,3,8,65.356,SPR,6.55,18.8,InHouse,0.56,6.122,0,1.3685,-0.4054,1.3905,-2.4907,-1.2614,-0.1302,0.1853,-0.0818,0.0748,0.0239,0.7222,0.9915,-0.1609,0.0652,1.1801,-1.2769,-0.3428,1.8959,-0.0631,-0.5202,-0.6912,-0.8178,0.9566,0.9764
CMPD_10344,TRG_2044,GPCR,480.675,2.54,0,5,4,136.922,Functional Assay,6.47,22.2,BindingDB,0.531,9.526,1,1.3998,0.7543,-2.0042,-0.9913,-2.4937,1.868,-0.2273,1.7358,-0.0636,-0.5134,-0.2911,-2.686,0.5671,0.7601,-2.2775,-0.7199,1.1369,-0.3011,-0.3838,-1.212,1.5477,-0.9915,0.8573,-1.5659
CMPD_10345,TRG_2045,IonChannel,258.292,3.485,2,3,0,56.423,Functional Assay,7.62,21.0,Literature,0.693,6.606,1,-2.3188,-0.3612,-1.2357,1.2078,-2.1465,1.0262,0.0207,1.0829,-0.6242,0.5296,0.6795,-0.0679,1.1445,0.2598,0.1186,-0.6672,-0.3095,-0.8726,1.3176,0.0175,-0.8377,1.7207,-0.6598,0.4511
CMPD_10346,TRG_2046,IonChannel,374.211,0.375,1,4,3,114.658,HTS,5.67,25.0,ChEMBL,0.827,8.298,1,1.2534,0.1519,0.2243,0.2175,1.0855,0.0071,-2.0134,-0.9837,0.788,0.2432,-1.2662,-0.4736,0.702,0.1078,-0.5789,0.4449,1.604,-0.2063,-0.5625,0.925,-0.2003,1.6025,-0.5065,0.4071
CMPD_10347,TRG_2047,Kinase,289.658,4.506,0,3,3,122.754,SPR,6.59,32.1,InHouse,0.32,7.941,1,0.5597,-1.7867,1.707,-0.7377,0.4166,0.325,0.5829,0.2184,0.6929,0.8427,-0.2336,-1.5396,-2.3711,-0.8593,1.692,-0.093,-0.9358,1.4156,0.5376,1.6308,0.3835,0.262,0.6259,0.1749
CMPD_10348,TRG_2048,GPCR,344.869,3.788,2,4,3,129.515,HTS,8.04,27.3,ChEMBL,0.541,5.529,0,-0.5257,-2.4507,0.0775,0.1721,0.8539,0.2733,0.1402,1.9128,-1.661,1.4607,-0.6193,-1.1814,-0.1754,-0.5379,2.5797,-0.3081,1.6275,-0.5963,1.4718,-0.7283,-0.2826,-0.1642,0.7751,2.5798
CMPD_10349,TRG_2049,IonChannel,376.301,3.793,1,4,3,88.363,Binding Assay,6.99,18.3,InHouse,0.127,5.557,0,0.0049,0.1048,0.6627,-0.1334,1.1061,1.3617,0.4801,0.3902,-0.71,-0.1196,-1.7885,0.471,-0.0556,1.7998,0.5455,-0.7214,-0.3053,-0.8465,0.9102,-0.1774,-1.0181,0.7592,0.0401,-0.6472
CMPD_10350,TRG_2050,IonChannel,375.709,3.289,1,3,3,84.892,Functional Assay,7.63,20.4,ChEMBL,0.713,4.549,0,0.5956,-1.122,1.1025,1.3044,-0.1131,0.3309,-0.0537,-2.4446,-0.6236,-0.1531,0.6253,-0.0377,-0.9263,-2.1108,-0.9679,-0.5631,-0.3902,-1.1428,-0.5922,1.4072,-0.0729,-0.56,0.6083,0.1327
CMPD_10351,TRG_2051,Enzyme,383.754,2.535,4,7,5,80.912,SPR,7.46,21.1,BindingDB,0.821,6.246,0,-0.7881,-0.7746,0.1739,-0.7723,0.6706,1.5438,1.1316,0.4184,1.0551,-0.3704,0.7915,0.3455,1.4509,-1.8819,-0.5968,-1.916,-0.4864,-0.7554,0.1107,-0.0313,0.6633,-0.6039,-0.384,0.0342
CMPD_10352,TRG_2052,Transporter,479.097,3.711,1,4,9,147.281,Binding Assay,7.09,19.7,InHouse,0.894,6.524,1,0.5466,0.3602,0.6505,-0.2205,-0.2621,-0.2861,-1.086,0.2234,1.8023,0.7013,0.0988,0.8712,0.2044,-1.0328,1.0492,0.9354,-0.2901,0.2817,-0.103,-0.8468,1.4649,-2.1432,1.0402,0.2902
CMPD_10353,TRG_2053,Kinase,386.283,3.565,1,4,4,52.651,SPR,6.2,24.2,ChEMBL,0.55,6.032,0,0.5385,-0.8378,1.4214,-0.2473,0.708,-1.1881,0.5949,-0.612,0.5302,0.1954,0.0957,-0.1216,1.926,0.4819,0.8737,-1.4965,0.7458,-1.3783,1.1312,-1.1921,-3.1635,-0.2151,-0.547,0.3276
CMPD_10354,TRG_2054,Kinase,330.467,1.863,1,4,1,63.516,Binding Assay,6.4,25.7,ChEMBL,0.139,7.48,1,0.5649,-0.9404,-0.5642,0.0817,0.7433,-0.7474,0.5427,-0.1296,0.3381,1.0638,0.8966,1.9683,-0.7982,-0.6692,0.367,1.7977,-0.9389,2.3222,-2.0287,0.1654,-0.3146,-1.0825,1.2653,-1.3963
CMPD_10355,TRG_2055,IonChannel,427.127,1.468,1,5,1,109.785,SPR,6.39,21.1,BindingDB,0.609,5.093,0,-0.4131,-0.8509,-0.7749,0.9138,0.2803,-0.1997,-1.31,1.0129,0.5042,0.3559,0.5863,-0.1354,-0.1554,-1.1131,0.6233,-0.0101,-1.0075,0.7063,1.412,-2.1918,-0.7398,-1.0379,-1.9849,-0.7235
CMPD_10356,TRG_2056,Kinase,445.158,2.683,1,4,3,175.762,Functional Assay,7.49,24.3,InHouse,0.837,5.579,0,0.037,0.604,0.4687,-1.852,-2.1492,-0.6338,-0.5822,-1.7318,0.465,0.0748,-0.1398,-0.1993,-0.4666,-0.3146,1.1028,-2.2012,0.6272,-0.2991,1.1974,0.8191,0.4017,0.3719,0.3653,1.8144
CMPD_10357,TRG_2057,IonChannel,251.791,5.288,0,5,2,70.251,Binding Assay,7.6,25.7,ChEMBL,0.894,4.487,0,0.4334,0.6762,-0.0842,0.8735,0.4057,0.0171,-0.409,1.3267,0.4752,0.3123,0.3064,1.1164,-0.6784,-1.0657,0.3392,0.4044,-1.4226,-0.1594,-0.0507,-0.499,-1.7197,0.2055,-0.6936,0.8115
CMPD_10358,TRG_2058,Enzyme,397.792,0.27,2,3,3,159.572,Functional Assay,6.67,27.1,ChEMBL,0.706,8.39,1,1.8113,0.3393,0.5504,1.6414,1.8006,-0.1227,-0.778,0.0483,-1.0616,0.177,0.4132,-0.8404,0.2462,-0.3633,0.2238,-0.0986,-1.154,-1.336,2.963,0.9437,0.7398,0.7692,0.6635,-0.2935
CMPD_10359,TRG_2059,IonChannel,406.094,-0.142,1,6,1,129.331,Functional Assay,7.15,25.5,ChEMBL,0.061,4.198,0,2.9404,0.6823,-0.4964,1.2766,1.9924,-1.1213,-1.767,-0.4513,1.925,-1.5863,1.4361,-0.49,0.1517,-1.3325,0.1013,-0.0721,-0.3762,0.8687,0.0522,-0.9298,-0.0685,0.0035,-0.5212,0.3564
CMPD_10360,TRG_2060,GPCR,326.195,2.797,2,3,5,78.887,Functional Assay,7.2,26.0,Literature,0.951,6.46,0,0.9768,0.7591,1.5678,-0.3216,0.1057,-1.7592,1.492,-0.7318,-1.0352,0.4638,0.6784,-0.1834,-0.4262,1.4845,2.07,0.9715,0.4949,-1.1444,-0.324,0.5189,0.0983,-2.2406,0.0145,1.289
CMPD_10361,TRG_2061,IonChannel,460.057,2.592,2,4,4,120.691,Binding Assay,7.25,24.9,ChEMBL,0.785,4.093,0,0.3078,-0.0668,-0.7343,1.7436,-0.3152,-0.394,0.3006,0.3753,-0.6642,-0.635,-0.0079,1.2065,0.0431,-0.7645,-0.7266,0.7218,-0.7541,0.3255,-0.1497,0.8238,-0.0501,-0.554,-0.0345,-0.9881
CMPD_10362,TRG_2062,GPCR,337.996,2.812,0,6,10,54.756,HTS,6.74,22.0,ChEMBL,0.43,4.994,0,-0.3761,0.2842,0.0667,2.0142,-1.8074,0.1286,1.4021,-0.1318,-0.2264,0.0739,-0.2745,1.6538,0.4641,1.4515,-1.0404,-0.6555,1.014,1.4165,-1.2379,-0.1925,1.4871,0.7938,0.0809,-0.0217
CMPD_10363,TRG_2063,IonChannel,360.046,2.939,0,2,4,204.141,Functional Assay,8.18,22.6,InHouse,0.542,6.561,1,1.9724,-1.126,0.1163,-0.6863,-0.2876,0.7583,-0.3754,-0.2246,-1.5316,-0.49,0.8622,-1.1312,0.3002,1.544,0.9181,1.5287,-1.4263,-2.2189,-0.1916,0.0843,-0.7062,0.3436,-1.4762,0.3042
CMPD_10364,TRG_2064,Enzyme,336.154,2.098,0,6,3,145.267,Functional Assay,7.61,21.0,InHouse,0.773,5.8,0,0.8318,0.1807,0.605,-3.0806,1.8899,-0.539,-0.798,-1.6884,1.8699,-0.4519,-0.7399,2.5667,-1.6538,-0.9069,-1.597,0.4657,1.2127,-0.762,0.8383,1.359,2.8387,-0.5251,-0.4361,0.1234
CMPD_10365,TRG_2065,GPCR,351.246,5.182,1,5,5,129.523,Binding Assay,7.24,29.5,ChEMBL,0.574,5.956,0,-0.4844,-1.1094,-1.0885,-0.0136,1.6869,-1.4454,0.5083,0.0769,-0.3208,-0.2371,0.7177,-0.6958,0.4274,-0.8549,-0.3057,-0.9307,1.3595,0.0092,-0.9622,-0.2326,0.0063,-1.2591,0.7761,-0.4714
CMPD_10366,TRG_2066,Enzyme,262.298,-0.382,0,4,2,26.557,HTS,6.89,20.6,Literature,0.996,8.806,1,2.1674,-0.4845,-1.5977,0.0663,0.2614,0.0472,-0.0694,-0.4431,-0.0266,0.8034,1.9648,-0.8905,0.7991,-1.2162,-0.9627,0.0329,-0.0296,-0.3617,-0.2729,0.8166,-0.3166,0.7403,0.7414,-0.4858
CMPD_10367,TRG_2067,Enzyme,234.796,1.009,4,7,3,52.374,Binding Assay,6.7,27.9,BindingDB,0.702,5.918,0,0.5707,-2.2844,-0.6494,0.7601,-0.6456,0.706,-2.5499,0.3646,-2.308,-0.8636,0.4146,-0.9053,-1.4841,-1.8248,-1.0307,0.149,-0.2487,-0.5854,0.7715,0.8982,-1.2748,-0.8355,1.0,-0.7511
CMPD_10368,TRG_2068,Kinase,477.56,2.314,1,8,4,104.255,Functional Assay,7.44,20.6,BindingDB,0.69,7.102,1,2.3287,-0.814,-0.3158,0.0586,-0.4171,0.0705,2.0756,0.9973,0.7027,0.5147,1.0861,0.0322,1.6839,-0.3409,-0.9737,0.4255,0.1293,-1.1345,-0.6921,1.2643,0.1198,-0.6654,-0.5458,0.6953
CMPD_10369,TRG_2069,Kinase,282.243,-0.458,2,6,2,89.776,SPR,6.92,27.3,ChEMBL,0.99,7.904,1,-0.068,-0.3174,-0.8098,1.6887,0.3905,0.4377,0.152,0.8362,1.7667,1.0068,-0.664,-0.2936,0.3663,0.909,0.531,-1.1441,0.5182,-0.5815,1.0879,-1.4588,-0.3004,0.0137,0.2818,0.4736
CMPD_10370,TRG_2070,Kinase,270.689,2.183,1,3,1,44.114,Binding Assay,7.28,27.9,Literature,0.944,6.838,1,2.2843,-0.9887,1.2859,2.0353,1.2045,-0.0187,0.8322,0.0687,1.3575,0.1243,-2.9535,0.2425,0.5202,0.1091,-0.6257,1.714,-0.4097,1.7304,-2.0691,-0.6144,-1.5309,0.2715,-0.4815,1.5969
CMPD_10371,TRG_2071,Kinase,177.729,5.491,2,2,5,26.507,Functional Assay,6.06,28.5,ChEMBL,0.742,5.168,0,-1.599,2.6671,0.9921,-2.0748,0.5042,0.1631,1.4174,0.6356,-0.2156,-0.1254,-1.6395,0.3491,-1.0231,-3.942,0.272,0.5847,-1.6959,-0.105,-0.0568,-0.6079,1.3121,-0.7879,-1.93,-0.8749
CMPD_10372,TRG_2072,Kinase,298.883,2.538,1,3,6,53.619,Binding Assay,6.88,21.9,ChEMBL,0.904,7.578,1,-1.0845,0.8068,-0.2905,0.8753,-0.2059,0.4399,-2.1379,3.7319,-0.9656,0.7155,0.5941,0.8266,0.1436,0.3928,1.5854,-0.3854,0.8964,-0.45,-0.281,-1.0679,-0.1504,0.7211,2.4861,1.9311
CMPD_10373,TRG_2073,Transporter,244.153,2.915,1,5,7,63.656,SPR,7.13,25.5,ChEMBL,0.771,5.433,0,2.4736,-0.2043,-0.7837,0.3406,0.0619,-1.5492,0.3637,0.8597,0.436,0.8882,0.7554,-0.8297,-0.009,-2.3881,-0.8783,-0.8546,-0.1038,-0.2074,1.5114,0.6148,-0.2057,1.004,-0.0267,0.3453
CMPD_10374,TRG_2074,Kinase,481.361,0.232,3,4,2,147.265,Functional Assay,7.78,23.2,InHouse,0.54,6.52,1,-0.589,0.104,1.0844,-0.4423,-2.0879,1.2789,-0.0403,-0.8611,1.2445,0.6417,-0.8246,0.1221,1.1515,0.0416,-0.1513,-2.2292,1.2521,-0.6798,-0.1849,-0.8296,1.3004,-2.4387,0.2782,-2.1581
CMPD_10375,TRG_2075,GPCR,430.785,1.391,2,4,5,120.705,HTS,6.65,22.3,BindingDB,0.705,6.569,1,1.6826,0.7181,-0.9203,0.7025,0.0227,-1.1219,-0.4407,0.5436,0.7218,0.2473,-0.6315,1.3861,-1.7799,-0.2468,-1.0431,-0.4832,-0.1005,-0.5209,0.0502,0.1537,0.1651,0.7595,-1.9893,-0.5249
CMPD_10376,TRG_2076,Enzyme,294.948,1.825,1,4,5,149.801,HTS,6.31,25.1,BindingDB,0.154,5.222,0,1.1718,-0.4423,0.191,0.5563,-0.1385,-0.4242,-0.5243,-0.7308,-0.1061,1.2371,0.4519,-0.2487,-1.3429,0.7117,0.9556,-1.4572,0.4215,2.3055,1.4672,0.4656,-0.0586,0.1482,0.0474,0.4833
CMPD_10377,TRG_2077,Kinase,530.195,1.928,1,5,7,191.503,Functional Assay,7.47,27.4,ChEMBL,0.512,8.116,1,1.1244,-0.3254,-0.8759,-0.1087,-1.4708,-0.1013,-1.3775,-0.5793,-0.3765,0.4618,-0.7087,-0.4395,-2.0126,1.2167,1.2106,-0.2417,1.5592,1.2084,0.1084,0.3241,-0.7462,0.6061,2.5749,1.3197
CMPD_10378,TRG_2078,Enzyme,428.541,4.807,0,4,5,97.241,SPR,7.16,23.2,InHouse,0.806,9.907,1,0.2546,1.8194,1.4425,-0.6287,0.1696,-0.0547,-0.7604,-1.1126,0.9065,-0.8047,-1.1697,0.9671,1.2848,0.8754,-0.4334,-0.4172,-0.5259,0.9912,1.5785,-1.578,0.2113,0.1233,-0.5871,-0.3375
CMPD_10379,TRG_2079,GPCR,324.013,3.504,1,4,4,110.228,Functional Assay,6.17,26.0,InHouse,0.964,6.463,0,0.8668,-0.9639,-2.2634,-1.0558,-1.0378,-0.7548,-0.1761,0.3497,-1.0989,0.882,0.2896,0.204,2.4345,-0.2021,-0.5783,0.9633,-1.0163,-0.8732,0.583,0.3013,-0.3599,-1.9158,0.524,-0.4067
CMPD_10380,TRG_2080,Kinase,150.048,0.499,1,4,7,16.988,Binding Assay,6.2,22.3,ChEMBL,0.853,6.978,1,0.7165,-0.443,-1.7651,-0.3786,-1.3548,-0.0212,-0.6448,0.4136,-0.9771,-0.7252,-0.312,0.0394,0.9594,-1.5998,1.8351,-0.641,-1.015,0.4986,-0.3761,1.8448,-0.5103,0.1158,-1.494,0.6273
CMPD_10381,TRG_2081,Transporter,533.275,2.944,2,6,9,144.178,Functional Assay,6.81,21.9,InHouse,0.884,7.079,1,0.1233,0.6076,-0.8034,0.5818,1.5782,-1.4194,0.7257,-1.4388,-0.9013,-0.061,1.4752,-1.2988,-0.1731,0.4739,-2.5685,1.3503,1.2186,0.8112,-1.2313,2.0023,0.7961,-0.0686,0.5935,-0.88
CMPD_10382,TRG_2082,IonChannel,238.834,3.397,0,2,3,90.818,HTS,7.15,24.0,ChEMBL,0.73,7.315,1,0.9302,-2.0405,-1.326,-0.0611,-1.6358,-0.2331,0.6502,-1.3349,-0.3789,-0.4168,-1.7123,0.2252,-1.898,0.0426,-1.3453,-1.1415,-0.8709,1.6674,-0.4447,-0.5698,0.2481,-0.5644,0.4389,1.5715
CMPD_10383,TRG_2083,Enzyme,218.368,4.552,1,5,5,92.136,Binding Assay,8.03,24.2,InHouse,0.959,5.789,0,0.9327,0.5809,-0.0186,-1.1675,1.1943,-1.2174,-0.1437,-0.0826,0.2765,-1.4245,0.4451,0.3128,-0.2339,0.3325,-0.4862,-0.343,-2.2975,0.8171,-0.1381,-0.1895,0.3055,0.7122,2.1833,-1.1782
CMPD_10384,TRG_2084,Transporter,431.806,5.345,3,4,3,106.044,Binding Assay,6.55,27.0,ChEMBL,0.232,6.279,0,0.6963,-0.6715,-1.7009,0.3257,-0.1228,-0.0886,0.801,0.4333,0.3627,-0.7535,1.3075,-0.5742,-0.748,-0.0585,-0.5913,-0.5706,-0.6123,0.0855,0.0994,1.133,0.6335,-0.427,0.642,-0.6331
CMPD_10385,TRG_2085,Enzyme,545.18,0.673,3,6,1,119.359,Binding Assay,7.52,21.2,BindingDB,0.435,9.274,1,1.3408,-0.32,-1.1418,-1.1032,1.1397,0.8898,2.1699,0.3354,0.6468,0.2556,0.8774,-0.9256,0.6073,-0.0293,-0.6939,-1.9482,0.1333,1.1681,-0.4703,0.5841,0.6111,0.7531,0.8308,0.1465
CMPD_10386,TRG_2086,GPCR,460.742,1.04,2,4,5,141.731,Binding Assay,6.02,31.5,Literature,0.376,6.167,0,-0.9898,-0.7434,-0.1625,-1.1775,0.633,2.0124,0.7966,0.2944,0.6364,1.8261,-0.3341,1.9719,-1.2366,1.312,1.0791,-1.4566,0.4143,-0.4488,-1.7182,0.6692,-1.4433,-0.2033,-0.7066,-0.4903
CMPD_10387,TRG_2087,Kinase,395.113,0.236,3,4,3,135.919,Binding Assay,7.42,19.6,Literature,0.194,8.251,1,0.9882,1.0017,-0.4103,-0.3379,0.8651,0.8616,-0.6438,-0.2559,0.6046,1.6398,0.2261,-0.8795,-0.2927,-0.4208,-1.5082,1.8587,0.8785,0.8709,-0.3431,-0.8875,0.6413,-2.3096,0.3608,-1.0074
CMPD_10388,TRG_2088,Transporter,397.58,2.079,2,3,4,93.743,Functional Assay,8.1,25.7,ChEMBL,0.318,6.04,0,0.8588,-0.2191,0.9058,-1.1184,-0.2162,-0.1405,0.2401,1.6452,-1.0185,-0.4197,-0.8044,-0.1302,0.5426,-0.534,-0.4903,-0.7131,2.3687,1.8906,0.8021,-0.1013,0.5706,-1.0097,0.5668,0.1483
CMPD_10389,TRG_2089,Enzyme,418.273,3.339,0,4,6,158.144,Functional Assay,7.29,24.1,BindingDB,0.197,4.963,0,-0.5842,1.5713,1.1036,0.3718,2.2974,-0.1675,-0.5718,0.0168,0.7655,-1.2174,-0.0283,0.4069,-0.2888,0.2237,0.2541,2.4374,0.7337,0.5787,0.676,-1.8452,-0.4541,-0.0291,0.1773,-0.8412
CMPD_10390,TRG_2090,Enzyme,410.714,4.277,2,6,3,148.786,Functional Assay,6.8,23.1,ChEMBL,0.233,6.938,1,1.0072,-0.3485,-0.0566,1.1442,-0.0271,0.2788,-0.1865,-1.6216,0.0746,-0.7394,0.5777,1.2696,-2.1304,0.3898,-0.063,-0.3678,-0.445,0.2983,1.5989,0.6209,-0.2473,-0.0724,-0.9281,0.023
CMPD_10391,TRG_2091,GPCR,372.495,2.363,0,7,4,85.634,Binding Assay,7.94,24.5,Literature,0.827,5.799,0,-2.1085,1.0198,-0.3751,0.4986,-1.1571,0.5824,-0.4683,0.5417,0.1191,-1.1945,-0.2488,0.1324,-0.6334,0.368,-0.8014,0.9496,0.7088,0.4272,-2.1847,1.2227,3.1975,1.252,-0.2547,-0.1377
CMPD_10392,TRG_2092,GPCR,358.336,1.924,1,3,8,152.707,Functional Assay,7.41,27.0,BindingDB,0.569,7.766,1,-1.7184,0.6112,1.8177,-2.169,0.0754,2.2197,-0.2973,1.0393,1.765,2.8599,1.3248,1.0407,-0.94,-0.5514,-1.4172,0.4601,-0.0497,-1.7469,0.1851,-0.3982,-1.4811,-0.1539,0.4163,-1.0516
CMPD_10393,TRG_2093,Transporter,344.993,2.773,1,5,6,149.927,HTS,7.29,27.5,ChEMBL,0.882,7.299,1,-0.0296,0.323,-1.0665,0.5608,-0.6695,-0.4005,0.2694,0.1984,0.8521,0.9351,-1.2443,0.9128,-0.4219,0.2531,1.8897,-0.8923,-0.1951,-1.7698,-1.2275,0.7713,-0.5852,0.7022,0.4824,-1.4098
CMPD_10394,TRG_2094,GPCR,289.683,0.997,0,7,2,169.612,HTS,6.59,24.3,ChEMBL,0.576,6.222,0,0.5923,-0.07,0.8188,-1.7738,0.6984,1.4902,0.6781,-0.2991,0.3509,-0.618,-1.32,1.6442,0.2349,-0.5481,2.7871,1.5896,-0.4993,-0.8766,-1.7704,-0.1852,0.4124,1.1203,0.7907,-1.6741
CMPD_10395,TRG_2095,Enzyme,327.546,6.261,0,6,3,166.734,Functional Assay,7.42,26.0,Literature,0.348,5.673,0,-1.5058,0.7574,-0.5593,0.8626,0.4661,0.5113,-0.4908,0.8791,-1.2972,1.4936,1.8669,0.7551,-0.6079,0.2291,-0.0519,-0.3276,0.4752,0.8704,-1.7012,0.2203,-1.1153,0.4052,-0.9655,-0.1046
CMPD_10396,TRG_2096,Enzyme,214.563,-0.394,1,4,6,28.265,Binding Assay,6.79,21.0,BindingDB,0.661,6.222,0,-0.0086,1.1596,-2.0648,0.9908,-0.8391,-1.3879,-0.5565,0.8498,-0.3937,-0.6805,-0.2355,0.1846,0.3277,0.6687,-0.3169,1.5749,0.315,-0.6751,1.0149,0.6322,-0.4237,-0.595,-1.7288,-1.368
CMPD_10397,TRG_2097,GPCR,342.133,2.833,1,5,1,139.639,HTS,7.39,24.4,ChEMBL,0.235,3.518,0,0.1639,-1.4437,0.712,1.6122,-0.6265,0.836,0.7618,-0.9626,1.3565,-0.738,-0.9611,-0.7375,-1.0365,-0.046,0.664,-1.3918,0.7201,-1.3682,0.5228,0.1883,0.323,-0.5993,0.1257,0.9807
